DATE;latitude;longitude;number;expver;tco3
01/09/1988;-7.07;111.67;0;1;0.005384961
01/09/1988;-7.07;111.92;0;1;0.005384231
01/09/1988;-7.07;112.17;0;1;0.0053850953
01/09/1988;-7.07;112.42;0;1;0.0053847805
01/09/1988;-7.07;112.67;0;1;0.0053836927
01/09/1988;-7.07;112.92;0;1;0.005381385
01/09/1988;-7.07;113.17;0;1;0.0053793862
01/09/1988;-7.07;113.42;0;1;0.00537901
01/09/1988;-7.07;113.67;0;1;0.005378047
01/09/1988;-7.32;111.67;0;1;0.005391123
01/09/1988;-7.32;111.92;0;1;0.0053905826
01/09/1988;-7.32;112.17;0;1;0.0053911265
01/09/1988;-7.32;112.42;0;1;0.005389616
01/09/1988;-7.32;112.67;0;1;0.005390946
01/09/1988;-7.32;112.92;0;1;0.0053879377
01/09/1988;-7.32;113.17;0;1;0.005388638
01/09/1988;-7.32;113.42;0;1;0.0053884424
01/09/1988;-7.32;113.67;0;1;0.0053867213
01/09/1988;-7.57;111.67;0;1;0.0053928345
01/09/1988;-7.57;111.92;0;1;0.005396381
01/09/1988;-7.57;112.17;0;1;0.005394308
01/09/1988;-7.57;112.42;0;1;0.005378505
01/09/1988;-7.57;112.67;0;1;0.0053835884
01/09/1988;-7.57;112.92;0;1;0.0053955764
01/09/1988;-7.57;113.17;0;1;0.005396368
01/09/1988;-7.57;113.42;0;1;0.005394159
01/09/1988;-7.57;113.67;0;1;0.0053922907
01/09/1988;-7.82;111.67;0;1;0.0053944923
01/09/1988;-7.82;111.92;0;1;0.0054002516
01/09/1988;-7.82;112.17;0;1;0.0053929184
01/09/1988;-7.82;112.42;0;1;0.005370496
01/09/1988;-7.82;112.67;0;1;0.005367039
01/09/1988;-7.82;112.92;0;1;0.00538362
01/09/1988;-7.82;113.17;0;1;0.0053906515
01/09/1988;-7.82;113.42;0;1;0.005387567
01/09/1988;-7.82;113.67;0;1;0.0053822547
01/09/1988;-8.07;111.67;0;1;0.005409779
01/09/1988;-8.07;111.92;0;1;0.0054129846
01/09/1988;-8.07;112.17;0;1;0.0054049753
01/09/1988;-8.07;112.42;0;1;0.0053887106
01/09/1988;-8.07;112.67;0;1;0.0053758286
01/09/1988;-8.07;112.92;0;1;0.0053775646
01/09/1988;-8.07;113.17;0;1;0.00538625
01/09/1988;-8.07;113.42;0;1;0.005387457
01/09/1988;-8.07;113.67;0;1;0.0053805877
01/09/1988;-8.32;111.67;0;1;0.005430322
01/09/1988;-8.32;111.92;0;1;0.005431423
01/09/1988;-8.32;112.17;0;1;0.0054286383
01/09/1988;-8.32;112.42;0;1;0.0054201
01/09/1988;-8.32;112.67;0;1;0.005416034
01/09/1988;-8.32;112.92;0;1;0.0054164343
01/09/1988;-8.32;113.17;0;1;0.005422812
01/09/1988;-8.32;113.42;0;1;0.0054251105
01/09/1988;-8.32;113.67;0;1;0.0054190867
01/09/1988;-8.57;111.67;0;1;0.0054504965
01/09/1988;-8.57;111.92;0;1;0.0054501053
01/09/1988;-8.57;112.17;0;1;0.0054476354
01/09/1988;-8.57;112.42;0;1;0.005446825
01/09/1988;-8.57;112.67;0;1;0.0054459088
01/09/1988;-8.57;112.92;0;1;0.0054463875
01/09/1988;-8.57;113.17;0;1;0.0054484177
01/09/1988;-8.57;113.42;0;1;0.00544847
01/09/1988;-8.57;113.67;0;1;0.005445285
01/10/1988;-6.57;111.67;0;1;0.005340809
01/10/1988;-6.57;111.92;0;1;0.0053404123
01/10/1988;-6.57;112.17;0;1;0.0053398553
01/10/1988;-6.57;112.42;0;1;0.0053392686
01/10/1988;-6.57;112.67;0;1;0.0053381138
01/10/1988;-6.57;112.92;0;1;0.0053373035
01/10/1988;-6.57;113.17;0;1;0.0053364728
01/10/1988;-6.57;113.42;0;1;0.0053359345
01/10/1988;-6.57;113.67;0;1;0.0053354967
01/10/1988;-6.82;111.67;0;1;0.0053423867
01/10/1988;-6.82;111.92;0;1;0.0053425767
01/10/1988;-6.82;112.17;0;1;0.0053435303
01/10/1988;-6.82;112.42;0;1;0.0053431634
01/10/1988;-6.82;112.67;0;1;0.0053425524
01/10/1988;-6.82;112.92;0;1;0.005342001
01/10/1988;-6.82;113.17;0;1;0.0053408947
01/10/1988;-6.82;113.42;0;1;0.0053402595
01/10/1988;-6.82;113.67;0;1;0.0053401124
01/10/1988;-7.07;111.67;0;1;0.00534519
01/10/1988;-7.07;111.92;0;1;0.005345853
01/10/1988;-7.07;112.17;0;1;0.00534766
01/10/1988;-7.07;112.42;0;1;0.005347755
01/10/1988;-7.07;112.67;0;1;0.005347112
01/10/1988;-7.07;112.92;0;1;0.005345624
01/10/1988;-7.07;113.17;0;1;0.005344536
01/10/1988;-7.07;113.42;0;1;0.005345205
01/10/1988;-7.07;113.67;0;1;0.00534511
01/10/1988;-7.32;111.67;0;1;0.0053492095
01/10/1988;-7.32;111.92;0;1;0.0053501055
01/10/1988;-7.32;112.17;0;1;0.0053517334
01/10/1988;-7.32;112.42;0;1;0.005350774
01/10/1988;-7.32;112.67;0;1;0.0053531304
01/10/1988;-7.32;112.92;0;1;0.0053507984
01/10/1988;-7.32;113.17;0;1;0.005351994
01/10/1988;-7.32;113.42;0;1;0.005352795
01/10/1988;-7.32;113.67;0;1;0.0053519662
01/10/1988;-7.57;111.67;0;1;0.0053489916
01/10/1988;-7.57;111.92;0;1;0.0053535737
01/10/1988;-7.57;112.17;0;1;0.0053526815
01/10/1988;-7.57;112.42;0;1;0.005338192
01/10/1988;-7.57;112.67;0;1;0.0053446237
01/10/1988;-7.57;112.92;0;1;0.0053572115
01/10/1988;-7.57;113.17;0;1;0.0053582843
01/10/1988;-7.57;113.42;0;1;0.0053566247
01/10/1988;-7.57;113.67;0;1;0.005355591
01/10/1988;-7.82;111.67;0;1;0.0053488333
01/10/1988;-7.82;111.92;0;1;0.0053551886
01/10/1988;-7.82;112.17;0;1;0.0053486265
01/10/1988;-7.82;112.42;0;1;0.0053275637
01/10/1988;-7.82;112.67;0;1;0.0053248797
01/10/1988;-7.82;112.92;0;1;0.005342247
01/10/1988;-7.82;113.17;0;1;0.0053493213
01/10/1988;-7.82;113.42;0;1;0.0053467657
01/10/1988;-7.82;113.67;0;1;0.00534226
01/10/1988;-8.07;111.67;0;1;0.005362598
01/10/1988;-8.07;111.92;0;1;0.0053663757
01/10/1988;-8.07;112.17;0;1;0.0053590443
01/10/1988;-8.07;112.42;0;1;0.005343655
01/10/1988;-8.07;112.67;0;1;0.0053309985
01/10/1988;-8.07;112.92;0;1;0.00533282
01/10/1988;-8.07;113.17;0;1;0.0053414963
01/10/1988;-8.07;113.42;0;1;0.0053424407
01/10/1988;-8.07;113.67;0;1;0.0053360146
01/10/1988;-8.32;111.67;0;1;0.00538007
01/10/1988;-8.32;111.92;0;1;0.0053817667
01/10/1988;-8.32;112.17;0;1;0.0053796023
01/10/1988;-8.32;112.42;0;1;0.0053718127
01/10/1988;-8.32;112.67;0;1;0.0053675566
01/10/1988;-8.32;112.92;0;1;0.005367756
01/10/1988;-8.32;113.17;0;1;0.005373871
01/10/1988;-8.32;113.42;0;1;0.005375698
01/10/1988;-8.32;113.67;0;1;0.005370198
01/10/1988;-8.57;111.67;0;1;0.005394824
01/10/1988;-8.57;111.92;0;1;0.005394561
01/10/1988;-8.57;112.17;0;1;0.0053924546
01/10/1988;-8.57;112.42;0;1;0.0053913184
01/10/1988;-8.57;112.67;0;1;0.0053901263
01/10/1988;-8.57;112.92;0;1;0.005390413
01/10/1988;-8.57;113.17;0;1;0.005392568
01/10/1988;-8.57;113.42;0;1;0.005392831
01/10/1988;-8.57;113.67;0;1;0.005390376
01/11/1988;-6.57;111.67;0;1;0.0053074937
01/11/1988;-6.57;111.92;0;1;0.0053070523
01/11/1988;-6.57;112.17;0;1;0.005306595
01/11/1988;-6.57;112.42;0;1;0.0053065093
01/11/1988;-6.57;112.67;0;1;0.005305727
01/11/1988;-6.57;112.92;0;1;0.0053047044
01/11/1988;-6.57;113.17;0;1;0.0053035337
01/11/1988;-6.57;113.42;0;1;0.0053024627
01/11/1988;-6.57;113.67;0;1;0.0053018527
01/11/1988;-6.82;111.67;0;1;0.005309821
01/11/1988;-6.82;111.92;0;1;0.0053098705
01/11/1988;-6.82;112.17;0;1;0.0053108726
01/11/1988;-6.82;112.42;0;1;0.0053110076
01/11/1988;-6.82;112.67;0;1;0.0053104786
01/11/1988;-6.82;112.92;0;1;0.005309647
01/11/1988;-6.82;113.17;0;1;0.0053080395
01/11/1988;-6.82;113.42;0;1;0.0053068902
01/11/1988;-6.82;113.67;0;1;0.005306354
01/11/1988;-7.07;111.67;0;1;0.005312253
01/11/1988;-7.07;111.92;0;1;0.0053125843
01/11/1988;-7.07;112.17;0;1;0.005314436
01/11/1988;-7.07;112.42;0;1;0.0053152563
01/11/1988;-7.07;112.67;0;1;0.005314677
01/11/1988;-7.07;112.92;0;1;0.0053127836
01/11/1988;-7.07;113.17;0;1;0.005311218
01/11/1988;-7.07;113.42;0;1;0.0053113755
01/11/1988;-7.07;113.67;0;1;0.0053108865
01/11/1988;-7.32;111.67;0;1;0.0053149536
01/11/1988;-7.32;111.92;0;1;0.0053154733
01/11/1988;-7.32;112.17;0;1;0.0053172484
01/11/1988;-7.32;112.42;0;1;0.0053171357
01/11/1988;-7.32;112.67;0;1;0.0053189527
01/11/1988;-7.32;112.92;0;1;0.0053163134
01/11/1988;-7.32;113.17;0;1;0.005317197
01/11/1988;-7.32;113.42;0;1;0.0053175185
01/11/1988;-7.32;113.67;0;1;0.005316263
01/11/1988;-7.57;111.67;0;1;0.005312885
01/11/1988;-7.57;111.92;0;1;0.005317026
01/11/1988;-7.57;112.17;0;1;0.0053165546
01/11/1988;-7.57;112.42;0;1;0.005303597
01/11/1988;-7.57;112.67;0;1;0.0053089913
01/11/1988;-7.57;112.92;0;1;0.0053202147
01/11/1988;-7.57;113.17;0;1;0.005321075
01/11/1988;-7.57;113.42;0;1;0.0053194556
01/11/1988;-7.57;113.67;0;1;0.0053180372
01/11/1988;-7.82;111.67;0;1;0.005310281
01/11/1988;-7.82;111.92;0;1;0.005316293
01/11/1988;-7.82;112.17;0;1;0.0053111175
01/11/1988;-7.82;112.42;0;1;0.0052916678
01/11/1988;-7.82;112.67;0;1;0.0052889045
01/11/1988;-7.82;112.92;0;1;0.0053045154
01/11/1988;-7.82;113.17;0;1;0.005310936
01/11/1988;-7.82;113.42;0;1;0.005308521
01/11/1988;-7.82;113.67;0;1;0.0053035906
01/11/1988;-8.07;111.67;0;1;0.005319556
01/11/1988;-8.07;111.92;0;1;0.005322717
01/11/1988;-8.07;112.17;0;1;0.005316672
01/11/1988;-8.07;112.42;0;1;0.0053025214
01/11/1988;-8.07;112.67;0;1;0.0052910578
01/11/1988;-8.07;112.92;0;1;0.005292141
01/11/1988;-8.07;113.17;0;1;0.0052998764
01/11/1988;-8.07;113.42;0;1;0.005300642
01/11/1988;-8.07;113.67;0;1;0.005294051
01/11/1988;-8.32;111.67;0;1;0.005332146
01/11/1988;-8.32;111.92;0;1;0.005333254
01/11/1988;-8.32;112.17;0;1;0.0053310655
01/11/1988;-8.32;112.42;0;1;0.0053239167
01/11/1988;-8.32;112.67;0;1;0.005319792
01/11/1988;-8.32;112.92;0;1;0.005319477
01/11/1988;-8.32;113.17;0;1;0.005324603
01/11/1988;-8.32;113.42;0;1;0.005326243
01/11/1988;-8.32;113.67;0;1;0.0053205146
01/11/1988;-8.57;111.67;0;1;0.0053429846
01/11/1988;-8.57;111.92;0;1;0.0053417496
01/11/1988;-8.57;112.17;0;1;0.0053395564
01/11/1988;-8.57;112.42;0;1;0.0053382637
01/11/1988;-8.57;112.67;0;1;0.0053369096
01/11/1988;-8.57;112.92;0;1;0.0053365305
01/11/1988;-8.57;113.17;0;1;0.0053375512
01/11/1988;-8.57;113.42;0;1;0.005337093
01/11/1988;-8.57;113.67;0;1;0.005334135
01/12/1988;-6.57;111.67;0;1;0.0052882675
01/12/1988;-6.57;111.92;0;1;0.005287882
01/12/1988;-6.57;112.17;0;1;0.005287761
01/12/1988;-6.57;112.42;0;1;0.005287761
01/12/1988;-6.57;112.67;0;1;0.005286917
01/12/1988;-6.57;112.92;0;1;0.0052859224
01/12/1988;-6.57;113.17;0;1;0.0052847937
01/12/1988;-6.57;113.42;0;1;0.0052837506
01/12/1988;-6.57;113.67;0;1;0.005282717
01/12/1988;-6.82;111.67;0;1;0.0052943863
01/12/1988;-6.82;111.92;0;1;0.0052940883
01/12/1988;-6.82;112.17;0;1;0.0052947495
01/12/1988;-6.82;112.42;0;1;0.0052950066
01/12/1988;-6.82;112.67;0;1;0.005294649
01/12/1988;-6.82;112.92;0;1;0.0052938554
01/12/1988;-6.82;113.17;0;1;0.0052922796
01/12/1988;-6.82;113.42;0;1;0.0052912086
01/12/1988;-6.82;113.67;0;1;0.0052907728
01/12/1988;-7.07;111.67;0;1;0.0053001475
01/12/1988;-7.07;111.92;0;1;0.005299734
01/12/1988;-7.07;112.17;0;1;0.005301118
01/12/1988;-7.07;112.42;0;1;0.0053017735
01/12/1988;-7.07;112.67;0;1;0.0053014345
01/12/1988;-7.07;112.92;0;1;0.005299382
01/12/1988;-7.07;113.17;0;1;0.0052978396
01/12/1988;-7.07;113.42;0;1;0.0052980743
01/12/1988;-7.07;113.67;0;1;0.005297687
01/12/1988;-7.32;111.67;0;1;0.005305592
01/12/1988;-7.32;111.92;0;1;0.005305182
01/12/1988;-7.32;112.17;0;1;0.0053068325
01/12/1988;-7.32;112.42;0;1;0.005306298
01/12/1988;-7.32;112.67;0;1;0.00530708
01/12/1988;-7.32;112.92;0;1;0.0053042844
01/12/1988;-7.32;113.17;0;1;0.005305171
01/12/1988;-7.32;113.42;0;1;0.005305592
01/12/1988;-7.32;113.67;0;1;0.005304424
01/12/1988;-7.57;111.67;0;1;0.005305968
01/12/1988;-7.57;111.92;0;1;0.0053087194
01/12/1988;-7.57;112.17;0;1;0.005308911
01/12/1988;-7.57;112.42;0;1;0.005296439
01/12/1988;-7.57;112.67;0;1;0.0053000767
01/12/1988;-7.57;112.92;0;1;0.0053091943
01/12/1988;-7.57;113.17;0;1;0.0053101853
01/12/1988;-7.57;113.42;0;1;0.0053089
01/12/1988;-7.57;113.67;0;1;0.0053075347
01/12/1988;-7.82;111.67;0;1;0.0053068865
01/12/1988;-7.82;111.92;0;1;0.0053115953
01/12/1988;-7.82;112.17;0;1;0.005308276
01/12/1988;-7.82;112.42;0;1;0.0052897874
01/12/1988;-7.82;112.67;0;1;0.005285209
01/12/1988;-7.82;112.92;0;1;0.0052978657
01/12/1988;-7.82;113.17;0;1;0.0053033363
01/12/1988;-7.82;113.42;0;1;0.0053012427
01/12/1988;-7.82;113.67;0;1;0.0052965656
01/12/1988;-8.07;111.67;0;1;0.005319372
01/12/1988;-8.07;111.92;0;1;0.005321745
01/12/1988;-8.07;112.17;0;1;0.0053173285
01/12/1988;-8.07;112.42;0;1;0.0053035673
01/12/1988;-8.07;112.67;0;1;0.0052914787
01/12/1988;-8.07;112.92;0;1;0.00529065
01/12/1988;-8.07;113.17;0;1;0.0052972697
01/12/1988;-8.07;113.42;0;1;0.0052985176
01/12/1988;-8.07;113.67;0;1;0.005292548
01/12/1988;-8.32;111.67;0;1;0.0053340904
01/12/1988;-8.32;111.92;0;1;0.0053347554
01/12/1988;-8.32;112.17;0;1;0.005332807
01/12/1988;-8.32;112.42;0;1;0.0053253025
01/12/1988;-8.32;112.67;0;1;0.0053205807
01/12/1988;-8.32;112.92;0;1;0.0053187944
01/12/1988;-8.32;113.17;0;1;0.0053227916
01/12/1988;-8.32;113.42;0;1;0.0053246934
01/12/1988;-8.32;113.67;0;1;0.005319299
01/12/1988;-8.57;111.67;0;1;0.0053468756
01/12/1988;-8.57;111.92;0;1;0.0053458177
01/12/1988;-8.57;112.17;0;1;0.005343726
01/12/1988;-8.57;112.42;0;1;0.005342042
01/12/1988;-8.57;112.67;0;1;0.0053399503
01/12/1988;-8.57;112.92;0;1;0.0053385943
01/12/1988;-8.57;113.17;0;1;0.005338529
01/12/1988;-8.57;113.42;0;1;0.0053378474
01/12/1988;-8.57;113.67;0;1;0.005334722
01/01/1989;-6.57;111.67;0;1;0.0052940473
01/01/1989;-6.57;111.92;0;1;0.005292964
01/01/1989;-6.57;112.17;0;1;0.005291854
01/01/1989;-6.57;112.42;0;1;0.0052911853
01/01/1989;-6.57;112.67;0;1;0.00528947
01/01/1989;-6.57;112.92;0;1;0.0052877003
01/01/1989;-6.57;113.17;0;1;0.0052857976
01/01/1989;-6.57;113.42;0;1;0.005284138
01/01/1989;-6.57;113.67;0;1;0.0052826693
01/01/1989;-6.82;111.67;0;1;0.005295392
01/01/1989;-6.82;111.92;0;1;0.005294948
01/01/1989;-6.82;112.17;0;1;0.005295435
01/01/1989;-6.82;112.42;0;1;0.0052952776
01/01/1989;-6.82;112.67;0;1;0.0052945996
01/01/1989;-6.82;112.92;0;1;0.005293089
01/01/1989;-6.82;113.17;0;1;0.005291043
01/01/1989;-6.82;113.42;0;1;0.0052893357
01/01/1989;-6.82;113.67;0;1;0.0052882964
01/01/1989;-7.07;111.67;0;1;0.005296422
01/01/1989;-7.07;111.92;0;1;0.0052963784
01/01/1989;-7.07;112.17;0;1;0.005297714
01/01/1989;-7.07;112.42;0;1;0.0052982485
01/01/1989;-7.07;112.67;0;1;0.005297833
01/01/1989;-7.07;112.92;0;1;0.005296059
01/01/1989;-7.07;113.17;0;1;0.005294095
01/01/1989;-7.07;113.42;0;1;0.005294104
01/01/1989;-7.07;113.67;0;1;0.005293132
01/01/1989;-7.32;111.67;0;1;0.0052982382
01/01/1989;-7.32;111.92;0;1;0.0052982913
01/01/1989;-7.32;112.17;0;1;0.0052996166
01/01/1989;-7.32;112.42;0;1;0.0052992357
01/01/1989;-7.32;112.67;0;1;0.005301567
01/01/1989;-7.32;112.92;0;1;0.0052992357
01/01/1989;-7.32;113.17;0;1;0.0052998597
01/01/1989;-7.32;113.42;0;1;0.0053000646
01/01/1989;-7.32;113.67;0;1;0.005298758
01/01/1989;-7.57;111.67;0;1;0.005296508
01/01/1989;-7.57;111.92;0;1;0.005300046
01/01/1989;-7.57;112.17;0;1;0.005299636
01/01/1989;-7.57;112.42;0;1;0.0052880635
01/01/1989;-7.57;112.67;0;1;0.0052937753
01/01/1989;-7.57;112.92;0;1;0.0053038085
01/01/1989;-7.57;113.17;0;1;0.005304414
01/01/1989;-7.57;113.42;0;1;0.0053030066
01/01/1989;-7.57;113.67;0;1;0.005301481
01/01/1989;-7.82;111.67;0;1;0.0052958876
01/01/1989;-7.82;111.92;0;1;0.005301346
01/01/1989;-7.82;112.17;0;1;0.0052970834
01/01/1989;-7.82;112.42;0;1;0.005279992
01/01/1989;-7.82;112.67;0;1;0.005278375
01/01/1989;-7.82;112.92;0;1;0.0052920105
01/01/1989;-7.82;113.17;0;1;0.005297806
01/01/1989;-7.82;113.42;0;1;0.0052957414
01/01/1989;-7.82;113.67;0;1;0.0052913204
01/01/1989;-8.07;111.67;0;1;0.0053070867
01/01/1989;-8.07;111.92;0;1;0.005309863
01/01/1989;-8.07;112.17;0;1;0.0053049577
01/01/1989;-8.07;112.42;0;1;0.005292995
01/01/1989;-8.07;112.67;0;1;0.0052840225
01/01/1989;-8.07;112.92;0;1;0.0052854577
01/01/1989;-8.07;113.17;0;1;0.005292481
01/01/1989;-8.07;113.42;0;1;0.0052935677
01/01/1989;-8.07;113.67;0;1;0.0052878084
01/01/1989;-8.32;111.67;0;1;0.0053226994
01/01/1989;-8.32;111.92;0;1;0.005323834
01/01/1989;-8.32;112.17;0;1;0.0053221267
01/01/1989;-8.32;112.42;0;1;0.0053159436
01/01/1989;-8.32;112.67;0;1;0.0053130137
01/01/1989;-8.32;112.92;0;1;0.005313319
01/01/1989;-8.32;113.17;0;1;0.0053182226
01/01/1989;-8.32;113.42;0;1;0.005320167
01/01/1989;-8.32;113.67;0;1;0.005315546
01/01/1989;-8.57;111.67;0;1;0.0053369766
01/01/1989;-8.57;111.92;0;1;0.005336685
01/01/1989;-8.57;112.17;0;1;0.0053350218
01/01/1989;-8.57;112.42;0;1;0.0053339144
01/01/1989;-8.57;112.67;0;1;0.005333052
01/01/1989;-8.57;112.92;0;1;0.0053331563
01/01/1989;-8.57;113.17;0;1;0.0053345533
01/01/1989;-8.57;113.42;0;1;0.0053346064
01/01/1989;-8.57;113.67;0;1;0.0053323843
01/02/1989;-6.57;111.67;0;1;0.0052733673
01/02/1989;-6.57;111.92;0;1;0.005272857
01/02/1989;-6.57;112.17;0;1;0.0052724183
01/02/1989;-6.57;112.42;0;1;0.005272423
01/02/1989;-6.57;112.67;0;1;0.005271822
01/02/1989;-6.57;112.92;0;1;0.0052709496
01/02/1989;-6.57;113.17;0;1;0.0052697575
01/02/1989;-6.57;113.42;0;1;0.005268775
01/02/1989;-6.57;113.67;0;1;0.0052676164
01/02/1989;-6.82;111.67;0;1;0.0052724136
01/02/1989;-6.82;111.92;0;1;0.0052722413
01/02/1989;-6.82;112.17;0;1;0.0052729566
01/02/1989;-6.82;112.42;0;1;0.005273276
01/02/1989;-6.82;112.67;0;1;0.0052732667
01/02/1989;-6.82;112.92;0;1;0.005272547
01/02/1989;-6.82;113.17;0;1;0.0052710352
01/02/1989;-6.82;113.42;0;1;0.005270005
01/02/1989;-6.82;113.67;0;1;0.0052694334
01/02/1989;-7.07;111.67;0;1;0.005270621
01/02/1989;-7.07;111.92;0;1;0.0052706962
01/02/1989;-7.07;112.17;0;1;0.00527207
01/02/1989;-7.07;112.42;0;1;0.0052727135
01/02/1989;-7.07;112.67;0;1;0.0052728187
01/02/1989;-7.07;112.92;0;1;0.005271393
01/02/1989;-7.07;113.17;0;1;0.0052699056
01/02/1989;-7.07;113.42;0;1;0.0052700005
01/02/1989;-7.07;113.67;0;1;0.0052695144
01/02/1989;-7.32;111.67;0;1;0.005268527
01/02/1989;-7.32;111.92;0;1;0.0052686986
01/02/1989;-7.32;112.17;0;1;0.005269734
01/02/1989;-7.32;112.42;0;1;0.005269357
01/02/1989;-7.32;112.67;0;1;0.00527146
01/02/1989;-7.32;112.92;0;1;0.005269453
01/02/1989;-7.32;113.17;0;1;0.0052703097
01/02/1989;-7.32;113.42;0;1;0.005270635
01/02/1989;-7.32;113.67;0;1;0.0052695284
01/02/1989;-7.57;111.67;0;1;0.005261561
01/02/1989;-7.57;111.92;0;1;0.005264789
01/02/1989;-7.57;112.17;0;1;0.005263936
01/02/1989;-7.57;112.42;0;1;0.005252254
01/02/1989;-7.57;112.67;0;1;0.005257355
01/02/1989;-7.57;112.92;0;1;0.0052673602
01/02/1989;-7.57;113.17;0;1;0.005268242
01/02/1989;-7.57;113.42;0;1;0.005266797
01/02/1989;-7.57;113.67;0;1;0.005265557
01/02/1989;-7.82;111.67;0;1;0.0052536735
01/02/1989;-7.82;111.92;0;1;0.0052585267
01/02/1989;-7.82;112.17;0;1;0.005254088
01/02/1989;-7.82;112.42;0;1;0.0052368008
01/02/1989;-7.82;112.67;0;1;0.005233906
01/02/1989;-7.82;112.92;0;1;0.0052477317
01/02/1989;-7.82;113.17;0;1;0.0052536326
01/02/1989;-7.82;113.42;0;1;0.005251568
01/02/1989;-7.82;113.67;0;1;0.0052473284
01/02/1989;-8.07;111.67;0;1;0.0052565616
01/02/1989;-8.07;111.92;0;1;0.0052588945
01/02/1989;-8.07;112.17;0;1;0.005254075
01/02/1989;-8.07;112.42;0;1;0.005241898
01/02/1989;-8.07;112.67;0;1;0.0052313944
01/02/1989;-8.07;112.92;0;1;0.00523231
01/02/1989;-8.07;113.17;0;1;0.0052394094
01/02/1989;-8.07;113.42;0;1;0.0052401917
01/02/1989;-8.07;113.67;0;1;0.005234671
01/02/1989;-8.32;111.67;0;1;0.005264325
01/02/1989;-8.32;111.92;0;1;0.005264907
01/02/1989;-8.32;112.17;0;1;0.0052631237
01/02/1989;-8.32;112.42;0;1;0.005256731
01/02/1989;-8.32;112.67;0;1;0.0052529946
01/02/1989;-8.32;112.92;0;1;0.0052525606
01/02/1989;-8.32;113.17;0;1;0.00525683
01/02/1989;-8.32;113.42;0;1;0.00525806
01/02/1989;-8.32;113.67;0;1;0.005252947
01/02/1989;-8.57;111.67;0;1;0.0052704485
01/02/1989;-8.57;111.92;0;1;0.005269237
01/02/1989;-8.57;112.17;0;1;0.00526743
01/02/1989;-8.57;112.42;0;1;0.0052663097
01/02/1989;-8.57;112.67;0;1;0.0052649127
01/02/1989;-8.57;112.92;0;1;0.005264326
01/02/1989;-8.57;113.17;0;1;0.00526517
01/02/1989;-8.57;113.42;0;1;0.0052645504
01/02/1989;-8.57;113.67;0;1;0.005261694
01/03/1989;-6.57;111.67;0;1;0.0052411584
01/03/1989;-6.57;111.92;0;1;0.00524081
01/03/1989;-6.57;112.17;0;1;0.005240773
01/03/1989;-6.57;112.42;0;1;0.005240891
01/03/1989;-6.57;112.67;0;1;0.005240772
01/03/1989;-6.57;112.92;0;1;0.00524062
01/03/1989;-6.57;113.17;0;1;0.005240744
01/03/1989;-6.57;113.42;0;1;0.0052404385
01/03/1989;-6.57;113.67;0;1;0.0052404813
01/03/1989;-6.82;111.67;0;1;0.0052399095
01/03/1989;-6.82;111.92;0;1;0.0052398564
01/03/1989;-6.82;112.17;0;1;0.0052405577
01/03/1989;-6.82;112.42;0;1;0.0052408343
01/03/1989;-6.82;112.67;0;1;0.0052406676
01/03/1989;-6.82;112.92;0;1;0.005240553
01/03/1989;-6.82;113.17;0;1;0.005239466
01/03/1989;-6.82;113.42;0;1;0.005239075
01/03/1989;-6.82;113.67;0;1;0.005239051
01/03/1989;-7.07;111.67;0;1;0.00523814
01/03/1989;-7.07;111.92;0;1;0.0052380785
01/03/1989;-7.07;112.17;0;1;0.0052392893
01/03/1989;-7.07;112.42;0;1;0.0052396953
01/03/1989;-7.07;112.67;0;1;0.005239399
01/03/1989;-7.07;112.92;0;1;0.005237816
01/03/1989;-7.07;113.17;0;1;0.005236729
01/03/1989;-7.07;113.42;0;1;0.0052370867
01/03/1989;-7.07;113.67;0;1;0.005237039
01/03/1989;-7.32;111.67;0;1;0.0052362857
01/03/1989;-7.32;111.92;0;1;0.0052362187
01/03/1989;-7.32;112.17;0;1;0.005237001
01/03/1989;-7.32;112.42;0;1;0.005236429
01/03/1989;-7.32;112.67;0;1;0.0052377637
01/03/1989;-7.32;112.92;0;1;0.005235575
01/03/1989;-7.32;113.17;0;1;0.0052365717
01/03/1989;-7.32;113.42;0;1;0.005237053
01/03/1989;-7.32;113.67;0;1;0.005236295
01/03/1989;-7.57;111.67;0;1;0.005230588
01/03/1989;-7.57;111.92;0;1;0.0052337395
01/03/1989;-7.57;112.17;0;1;0.0052326424
01/03/1989;-7.57;112.42;0;1;0.005221757
01/03/1989;-7.57;112.67;0;1;0.005225919
01/03/1989;-7.57;112.92;0;1;0.0052352846
01/03/1989;-7.57;113.17;0;1;0.005236377
01/03/1989;-7.57;113.42;0;1;0.0052352417
01/03/1989;-7.57;113.67;0;1;0.005234317
01/03/1989;-7.82;111.67;0;1;0.0052250037
01/03/1989;-7.82;111.92;0;1;0.0052298233
01/03/1989;-7.82;112.17;0;1;0.0052253893
01/03/1989;-7.82;112.42;0;1;0.0052097226
01/03/1989;-7.82;112.67;0;1;0.0052076625
01/03/1989;-7.82;112.92;0;1;0.0052205212
01/03/1989;-7.82;113.17;0;1;0.005226221
01/03/1989;-7.82;113.42;0;1;0.005224443
01/03/1989;-7.82;113.67;0;1;0.0052208323
01/03/1989;-8.07;111.67;0;1;0.005229055
01/03/1989;-8.07;111.92;0;1;0.00523186
01/03/1989;-8.07;112.17;0;1;0.0052270405
01/03/1989;-8.07;112.42;0;1;0.005216088
